attr1 attr2 attr3 attr4 attr5 attr6
0	1	0	0	1	1	0
1	1	1	1	0	0	0
0	1	1	1	1	0	1
0	0	0	0	1	1	1
1	1	0	0	1	1	0
1	0	1	1	0	1	0
0	1	0	1	1	1	1
0	1	1	0	1	1	0
1	1	0	1	1	1	0
0	1	0	0	1	1	0
0	0	1	1	1	1	1
1	1	0	1	0	1	0
1	1	1	1	1	0	0
0	1	0	1	1	1	1
1	0	1	1	1	0	1
1	0	0	0	0	1	1
1	1	1	1	0	0	1
1	0	0	1	1	1	0
1	0	0	1	1	0	0
1	0	1	0	1	1	0
1	1	0	1	1	1	0
0	1	0	1	0	0	0
1	0	0	1	1	0	0
0	1	1	0	1	1	1
0	0	0	1	1	0	1
1	1	1	1	1	0	1
0	0	1	0	0	1	0
1	1	1	0	0	1	1
0	0	0	0	1	1	0
1	1	0	0	0	1	0
1	1	1	1	0	0	0
0	1	1	0	1	1	0
0	0	1	1	0	1	0
1	0	0	1	1	0	0
0	0	0	0	0	0	1
1	1	0	0	0	1	0
1	0	1	0	0	0	0
0	0	0	0	0	1	0
0	1	0	0	0	0	0
0	1	1	0	1	0	1
0	0	1	0	1	1	0
0	0	0	0	0	1	0
0	1	0	0	1	1	0
0	1	1	1	0	1	1
1	1	0	0	0	0	0
1	0	1	0	1	0	1
1	1	0	0	0	1	0
1	0	0	1	0	0	0
0	1	0	0	0	0	0
1	1	1	0	1	0	1
1	0	0	1	0	1	1
1	0	1	1	1	1	0
0	1	0	1	1	0	1
0	0	0	1	1	0	1
0	0	0	1	0	0	0
1	1	0	1	1	0	0
1	1	1	1	1	1	0
1	0	1	1	1	0	1
1	1	0	1	1	0	0
1	1	0	0	0	1	0
0	0	1	0	1	0	0
1	1	0	0	1	0	0
0	0	0	0	1	0	0
1	0	0	1	1	0	0
1	0	0	0	0	1	0
0	0	1	1	1	0	1
1	1	1	1	0	1	1
1	1	1	0	1	1	0
1	1	1	1	1	1	0
1	1	1	0	0	0	0
0	0	0	1	0	0	0
1	1	1	0	0	1	0
1	1	1	1	1	1	0
1	0	0	1	0	1	0
1	0	1	1	1	0	1
1	1	0	0	1	1	0
0	1	0	1	0	1	0
1	0	1	1	0	0	0
1	1	1	1	1	1	0
0	1	0	0	1	0	0
0	0	0	1	0	1	0
0	1	0	0	1	1	0
0	1	0	0	1	0	0
0	1	0	0	1	0	0
0	0	1	1	1	1	1
0	1	0	1	0	0	0
0	1	1	0	0	1	0
0	1	0	1	0	0	0
0	1	0	1	0	1	1
1	1	1	0	1	1	0
0	0	1	0	0	0	0
0	1	1	0	1	1	1
1	1	0	0	0	1	0
1	1	1	0	0	0	0
0	1	1	0	1	0	1
0	1	1	1	1	1	0
1	0	0	0	1	0	0
0	0	1	0	1	1	0
1	0	1	1	1	0	1
0	0	0	0	1	1	0
1	1	0	1	1	1	0
0	0	0	0	1	1	0
0	0	0	1	1	0	1
0	0	1	0	1	1	0
0	0	1	1	1	1	1
0	0	0	1	0	0	0
0	0	1	1	1	1	1
0	0	0	1	1	1	0
1	0	0	1	0	1	1
1	0	1	1	1	1	0
1	1	1	0	0	1	0
1	1	1	0	0	1	0
0	1	1	0	0	0	0
1	1	0	0	1	0	0
0	0	1	0	0	1	0
0	1	1	1	1	1	0
1	1	0	1	0	0	0
1	0	0	1	1	0	0
0	1	1	1	1	0	1
1	0	0	1	1	1	0
0	1	0	0	0	1	1
0	1	1	0	0	1	1
0	1	1	0	0	1	0
0	1	1	0	0	1	0
1	0	0	0	0	0	0
1	0	1	1	0	1	0
0	1	1	0	0	0	0
1	1	1	0	0	0	0
0	0	0	1	0	0	0
1	0	0	0	1	1	0
0	1	0	1	0	1	1
0	1	0	0	0	0	0
1	1	1	0	1	0	1
0	1	0	0	1	1	0
1	1	0	0	1	0	0
1	1	0	0	1	1	0
0	0	1	1	0	0	0
1	0	1	1	0	0	0
0	0	0	1	1	0	1
1	0	1	1	0	0	0
0	1	1	0	0	0	0
1	0	0	0	1	1	0
1	1	0	0	0	0	0
0	1	1	1	1	1	0
0	1	0	1	1	0	1
1	0	0	1	0	0	0
0	1	0	1	1	1	1
0	0	1	0	1	1	0
1	1	0	0	1	0	0
1	0	0	1	0	0	0
0	0	0	1	1	0	1
1	0	1	0	1	1	0
0	1	1	1	0	0	0
0	1	0	0	1	1	0
1	0	0	0	0	0	0
1	1	1	1	0	0	0
0	1	1	1	0	0	1
0	0	1	0	1	0	1
0	1	1	1	0	1	1
0	0	1	1	0	0	0
0	0	1	1	0	0	1
0	1	1	1	1	0	1
0	0	1	0	1	1	0
0	0	1	1	0	0	0
0	0	1	0	0	0	1
1	1	1	0	1	0	1
1	1	0	0	1	0	0
0	1	1	0	1	1	0
0	1	1	1	0	1	1
1	0	1	1	0	1	0
1	1	1	0	1	0	1
1	0	1	0	1	0	1
0	1	1	0	1	1	0
0	1	0	1	0	1	1
1	0	1	0	0	1	0
0	1	1	1	1	0	1
0	0	1	0	1	0	1
1	0	1	1	0	0	0
1	0	0	1	0	1	0
1	1	0	0	1	0	1
0	0	1	1	1	0	1
1	0	1	1	0	0	0
0	0	1	1	0	0	0
1	1	1	1	1	0	0
0	1	1	0	1	1	0
1	1	0	0	0	1	0
0	0	0	1	1	1	0
0	0	0	0	1	1	0
0	1	1	0	0	0	0
1	1	0	0	1	0	0
1	0	0	1	0	1	0
1	0	1	0	0	1	0
0	0	0	0	1	1	0
0	0	1	0	1	0	1
1	0	1	1	1	0	1
0	1	1	1	0	1	1
1	0	1	1	1	0	1
1	1	1	1	0	0	0
0	0	0	1	1	1	0
1	0	1	1	0	0	0
1	1	0	1	0	1	0
1	0	1	1	1	0	1
1	1	0	0	0	1	0
1	0	1	0	0	0	0
1	0	1	0	0	0	0
0	0	1	0	0	1	0
0	0	0	0	1	0	0
1	0	1	0	0	1	1
1	1	0	1	1	1	0
0	1	1	0	0	1	0
1	0	1	0	1	1	0
1	1	0	1	0	0	0
0	0	1	1	1	1	1
0	1	1	0	1	1	0
1	1	0	0	1	1	0
1	0	0	0	1	1	1
0	1	0	1	0	0	1
0	1	0	1	0	0	0
0	1	0	1	1	0	1
1	0	0	0	0	0	0
1	1	1	1	1	1	0
1	1	1	0	0	0	0
0	1	1	0	1	1	0
0	1	0	1	1	1	1
0	1	1	1	1	1	0
0	1	1	0	0	0	0
1	0	0	1	0	0	0
1	0	1	1	1	1	1
1	1	0	0	0	0	0
0	0	0	1	0	1	1
0	1	1	1	1	1	0
1	1	1	0	0	0	0
0	0	1	0	1	0	1
1	1	0	0	0	0	0
1	0	1	1	1	1	0
0	1	0	0	0	1	0
1	0	0	1	0	0	0
1	1	0	1	1	0	0
1	0	0	0	1	0	1
1	1	0	1	0	1	0
1	0	1	0	1	1	0
1	1	0	0	1	0	1
0	1	1	0	0	1	0
0	0	1	1	1	0	1
1	1	0	0	0	0	0
0	0	0	0	1	1	0
0	0	0	0	1	1	0
1	0	0	1	0	0	0
0	0	1	0	0	0	0
1	0	0	0	1	1	0
1	1	1	0	0	0	0
0	0	1	1	0	1	0
0	1	0	0	1	1	0
1	0	0	1	1	0	0
0	1	0	1	1	0	1
1	0	1	1	1	1	0
0	0	1	1	1	1	1
0	1	1	1	0	0	0
1	1	1	1	1	1	0
1	0	1	0	0	1	0
0	0	1	1	1	0	1
0	0	1	1	0	1	0
0	0	0	0	0	1	0
0	1	1	0	1	0	0
1	1	1	0	0	0	0
0	1	0	1	0	0	0
1	1	0	0	0	0	0
0	0	0	1	1	0	1
1	1	0	1	0	0	0
1	1	1	1	0	1	0
0	0	0	1	0	1	0
0	0	1	1	0	0	0
1	0	0	0	0	0	0
1	0	1	1	1	0	1
0	1	0	1	1	1	0
0	1	1	1	1	1	0
0	1	0	1	1	0	1
1	0	0	0	0	0	0
1	1	1	0	0	0	0
1	0	1	0	1	0	0
0	0	1	1	1	0	1
1	1	1	1	1	1	1
1	0	0	1	1	1	0
1	1	0	1	0	0	1
0	0	1	0	1	1	0
1	0	1	1	0	1	0
0	0	1	0	1	0	1
1	1	1	1	1	1	0
1	0	1	1	1	1	0
0	1	1	0	0	1	0
1	0	0	0	0	1	0
1	1	1	1	0	1	1
0	0	0	1	0	1	0
0	1	0	1	1	1	0
1	1	1	0	0	1	0
1	0	0	0	0	0	0
1	1	0	0	0	1	0
0	0	0	1	0	1	0
1	0	0	1	0	1	0
1	1	1	1	1	0	0
0	1	0	0	1	0	0
1	1	1	1	0	1	0
1	1	0	0	0	0	0
1	1	0	0	0	1	0
0	1	0	0	0	1	0
1	1	1	1	0	0	0
1	1	1	1	1	1	0
1	0	0	0	1	1	0
0	1	1	1	0	0	0
1	1	1	1	1	1	0
0	0	0	0	0	0	0
1	1	1	1	0	0	0
1	0	0	0	0	0	0
1	0	1	1	1	0	1
1	1	0	1	1	1	0
0	0	1	0	0	0	0
0	0	0	1	0	0	0
1	0	0	0	0	1	0
0	0	0	0	0	1	1
0	0	0	1	1	1	0
0	1	1	0	0	1	0
0	0	1	0	0	0	0
0	1	0	0	0	0	0
0	1	0	1	1	1	1
1	0	1	0	1	1	0
1	1	1	1	1	0	0
1	0	1	0	1	1	0
1	0	0	1	0	1	0
0	0	0	1	1	0	0
0	0	1	0	0	1	1
0	0	1	1	1	0	1
1	1	0	0	1	1	0
1	0	0	1	1	1	0
1	1	1	1	1	0	0
0	1	1	1	1	0	1
0	0	1	0	0	0	0
1	0	0	1	1	0	1
1	1	0	0	0	0	0
0	0	0	1	0	1	0
1	0	0	1	1	1	1
1	1	0	1	1	0	0
0	0	0	1	1	1	0
0	0	0	1	0	0	0
0	0	1	0	1	0	1
1	1	1	0	0	0	0
1	0	1	1	0	0	0
1	1	1	1	0	0	0
0	1	1	1	0	0	0
0	1	0	0	0	0	0
1	0	1	0	1	1	0
0	0	0	1	1	1	0
1	0	1	1	1	0	1
1	0	0	1	0	0	0
0	0	1	1	0	0	0
0	0	0	0	1	0	0
1	0	0	0	0	1	0
1	0	0	0	1	1	0
0	1	0	0	0	1	0
0	1	0	1	0	0	0
1	0	1	0	0	1	0
0	1	1	0	1	0	1
0	1	1	1	1	1	0
0	1	0	1	1	1	1
1	1	1	1	0	0	0
1	1	1	0	0	0	1
1	1	0	0	0	1	0
1	1	0	1	1	0	1
0	1	1	0	1	0	1
1	1	0	0	1	0	0
0	0	0	0	0	1	0
0	0	1	1	1	0	1
0	1	1	1	0	0	0
0	1	0	1	1	0	1
1	1	0	0	1	1	0
0	0	0	1	1	0	1
1	1	0	0	0	0	0
0	0	0	1	0	1	0
0	0	0	0	1	1	0
0	0	0	0	1	0	0
1	1	0	1	1	1	0
1	1	1	0	0	1	0
1	1	1	0	0	0	0
0	0	0	1	1	1	0
1	1	0	1	0	0	0
0	1	1	0	0	1	0
0	0	1	1	0	0	0
0	1	0	1	1	0	1
1	1	0	1	0	0	0
0	0	0	1	0	1	0
0	1	1	0	1	1	0
0	0	1	0	1	0	1
0	1	0	1	0	1	1
0	0	1	0	0	0	0
1	0	0	1	0	1	0
1	1	0	0	0	1	0
1	0	0	0	0	0	0
0	1	1	0	0	1	0
1	1	0	0	1	1	0
0	1	1	1	1	1	0
1	1	1	0	0	1	0
1	1	1	1	0	1	1
0	1	0	0	1	1	0
1	0	1	1	1	1	1
1	1	1	1	1	0	0
0	0	0	1	0	1	0
1	0	1	0	0	0	0
0	1	1	1	1	0	0
0	0	0	0	1	1	0
0	1	1	0	1	0	1
1	0	1	0	1	0	1
0	0	0	1	1	1	0
1	0	0	0	0	1	1
0	0	1	0	0	0	1
0	1	0	1	1	1	1
1	1	0	0	0	1	0
0	0	0	1	1	0	1
1	1	1	1	0	0	1
0	1	1	0	1	0	1
0	1	0	0	0	1	0
1	0	1	0	1	1	0
1	0	1	1	1	1	1
0	0	1	0	1	0	1
0	0	0	1	0	0	0
1	1	1	0	0	1	0
0	0	1	1	0	1	0
1	0	1	1	1	0	1
0	1	1	1	0	1	1
1	1	0	0	0	1	1
0	0	0	1	0	1	0
0	1	0	1	1	0	0
1	1	0	0	1	1	0
1	1	1	1	0	1	0
1	1	1	0	0	0	0
1	1	1	0	0	0	1
0	0	1	1	0	1	0
0	0	1	1	1	1	1
1	1	0	1	1	1	0
0	1	1	1	0	0	0
0	1	0	1	1	0	1
1	0	0	1	0	1	0
0	0	0	0	1	0	0
1	1	1	0	0	1	0
0	1	1	0	0	0	0
1	1	0	1	1	0	0
1	1	0	1	1	1	0
0	1	0	1	1	1	1
0	1	1	0	1	0	1
0	1	1	1	0	0	0
1	0	1	0	1	1	0
0	0	0	0	0	0	0
0	0	0	1	1	1	0
1	1	0	0	1	0	0
1	1	1	1	1	0	0
0	0	1	1	0	1	0
0	0	1	0	1	0	1
1	0	1	1	0	0	0
0	0	0	1	1	0	1
0	1	0	0	0	1	1
0	0	0	0	1	1	0
1	0	1	1	1	1	0
0	1	0	0	1	1	1
1	1	0	1	0	1	0
0	0	0	0	0	1	0
1	0	1	0	0	1	0
0	0	1	0	0	1	0
0	1	1	1	0	1	1
0	0	0	0	0	1	0
1	1	0	1	1	1	0
0	1	0	1	1	0	1
1	0	1	0	0	0	0
0	0	0	1	0	1	1
0	1	1	0	1	0	1
1	0	1	1	0	0	0
1	1	0	1	1	1	0
1	1	0	0	0	0	0
1	0	1	1	0	0	0
0	1	1	1	0	0	0
0	0	1	1	1	0	1
0	1	0	0	1	1	0
1	1	1	0	1	0	1
0	0	1	0	0	0	0
0	0	0	1	1	0	1
1	1	1	1	0	0	0
0	0	1	1	0	1	0
1	0	0	0	0	1	0
1	0	0	1	0	0	0
1	0	0	1	1	1	0
1	0	0	0	0	0	0
0	0	0	0	1	0	0
0	0	1	0	1	0	1
0	1	1	1	0	1	1
1	0	1	0	1	1	0
0	1	0	1	1	0	1
1	1	1	1	1	0	0
0	0	1	1	1	0	1
0	0	0	1	0	0	0
1	1	0	1	0	0	0
0	1	0	1	0	1	0
0	0	0	0	1	1	0
1	0	1	0	1	0	1
1	0	0	1	0	0	0
0	0	1	0	0	0	0
0	1	1	1	0	1	1
0	0	1	1	1	1	1
0	1	0	1	1	0	1
0	0	0	0	0	1	0
0	0	0	1	0	1	0
1	1	1	0	0	1	0
1	0	0	0	1	0	0
1	0	0	0	0	0	0
0	1	1	1	1	0	1
1	0	1	0	1	0	1
0	1	0	1	0	0	0
1	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	1	0	0
0	0	0	1	0	0	1
1	1	0	1	0	1	0
0	1	0	0	1	0	0
0	0	0	1	0	0	0
1	1	1	0	0	1	0
0	1	1	0	1	0	1
0	0	1	0	0	1	0
1	0	0	0	1	1	0
1	0	0	1	1	0	0
0	1	0	0	1	1	1
0	1	0	0	1	1	0
1	0	1	1	0	1	0
0	0	1	0	0	1	0
1	0	1	0	1	0	1
0	0	0	1	1	1	0
1	0	1	0	0	0	0
0	1	1	0	1	1	0
1	1	0	1	1	0	0
1	1	1	1	1	1	0
1	0	1	1	0	1	0
0	0	0	1	0	0	0
1	0	1	0	1	0	1
1	1	0	1	1	1	1
0	1	0	1	0	1	1
1	0	0	0	1	0	1
1	1	1	0	1	1	0
0	0	0	0	0	0	0
1	1	1	1	0	0	1
1	1	1	0	0	1	0
0	1	1	1	0	0	0
1	1	0	1	0	0	0
1	0	1	0	0	1	1
0	1	0	0	0	0	0
1	1	0	1	0	0	1
0	0	0	1	0	1	0
0	1	0	1	1	0	1
1	0	0	1	1	1	0
0	0	0	0	1	0	0
1	1	1	1	0	0	0
0	1	1	1	0	0	1
0	1	1	0	0	0	0
0	1	1	1	1	1	0
0	0	1	1	1	0	1
1	0	1	0	1	1	0
0	0	0	0	1	0	0
0	0	1	1	1	0	1
1	1	0	0	0	0	0
0	0	1	1	0	0	0
1	0	1	1	0	0	0
1	0	0	1	0	0	0
1	0	1	0	0	1	0
0	1	1	0	0	0	0
1	1	0	1	1	1	0
0	1	1	1	1	1	0
1	1	1	0	1	0	1
1	1	0	0	0	0	0
0	0	1	0	0	0	0
1	0	0	0	1	0	0
1	1	1	1	0	0	1
0	0	0	0	0	1	0
1	0	1	1	0	0	0
0	1	0	1	0	1	1
1	1	1	1	0	1	1
1	0	1	1	1	1	0
1	1	1	0	0	0	0
1	0	0	1	1	1	0
1	0	0	0	0	0	0
0	1	0	0	0	0	0
0	0	0	1	0	1	0
0	1	0	0	0	0	0
1	0	1	0	0	0	0
1	0	1	0	0	1	0
0	1	1	1	0	0	0
1	0	0	1	0	0	0
1	1	1	1	1	1	0
1	0	1	1	0	0	0
0	1	0	1	1	0	1
1	1	0	1	1	0	0
0	0	0	1	1	0	0
0	1	0	0	1	0	0
1	0	1	1	0	1	1
0	1	0	0	0	1	0
1	1	1	0	1	0	1
1	0	0	0	1	0	0
1	0	1	1	0	1	0
1	1	1	0	0	0	0
0	0	1	0	1	0	1
1	1	0	1	1	0	0
0	1	1	0	1	0	1
1	1	0	1	1	1	0
0	1	0	0	1	0	0
1	1	0	1	1	1	0
0	0	1	1	1	1	1
1	1	0	0	0	1	0
1	0	0	0	0	1	0
0	0	1	0	1	1	0
1	0	1	1	1	1	0
1	0	1	0	0	0	0
1	1	0	1	0	1	0
1	1	1	1	0	0	0
0	0	1	1	1	1	1
1	0	0	0	0	1	0
1	1	1	1	0	0	0
0	0	0	1	1	0	1
0	1	1	1	0	0	0
1	0	1	1	1	0	1
1	0	0	0	1	0	0
1	1	1	0	0	0	0
0	0	0	0	1	0	0
0	0	0	1	0	1	0
1	0	0	0	1	1	0
1	0	0	0	0	0	0
0	0	0	0	0	0	0
1	1	1	1	1	0	0
1	1	0	1	1	1	0
0	1	0	0	1	1	0
0	1	0	1	1	0	1
1	0	1	1	0	1	0
0	1	0	1	0	0	0
1	0	0	1	0	1	1
0	1	1	1	1	0	1
0	0	0	1	1	0	1
0	0	1	0	0	1	0
0	0	1	1	1	1	1
0	0	1	0	1	1	0
0	1	0	0	1	0	0
0	1	0	0	0	1	0
1	1	0	1	0	1	1
0	0	1	1	0	0	0
1	0	0	1	0	0	0
0	1	1	1	1	0	1
0	0	0	1	0	1	1
0	0	0	0	1	0	1
0	1	1	1	1	1	0
1	0	1	1	0	0	0
1	1	0	1	1	1	0
1	1	1	1	1	1	0
0	0	1	1	0	0	0
0	0	1	1	1	1	1
0	0	1	1	0	0	0
1	0	1	1	1	0	1
0	1	0	1	1	0	1
0	0	0	1	0	0	0
0	1	1	0	1	1	0
1	1	1	1	0	0	0
1	1	0	1	0	0	0
0	1	0	0	0	0	0
1	0	0	1	1	0	0
1	0	0	0	1	1	0
0	0	1	1	0	1	0
1	0	0	0	0	1	0
1	0	0	1	0	0	0
0	0	0	1	1	0	1
0	1	1	1	0	1	1
1	1	0	0	1	0	0
